c1;2030 challenge;NA;2030 Herausforderung;NA;Défi 2030;NA;sfida del 2030;NA
c141;environmental change;NA;Umweltveränderungen;NA;changement environnemental;NA;cambiamento ambientale;NA
c142;environmental footprint;NA;ökologischer Fußabdruck;NA;empreinte environnementale;NA;impronta ambientale;NA
c143;environmental impact;NA;Umweltbelastung;NA;impact environnemental;NA;impatto ambientale;NA
c144;environmental pollution;NA;Umweltverschmutzung;NA;pollution environnementale;NA;inquinamento ambientale;NA
c145;estuarine acidification;NA;Mündungsversauerung;NA;acidification estuarienne;NA;acidificazione degli estuari;NA
c146;extreme climatic events;NA;extreme klimatische Ereignisse;NA;événements climatiques extrêmes;NA;eventi climatici estremi;NA
c147;extreme weather;NA;extremes Wetter;NA;climat extrême;NA;tempo estremo;NA
c148;facility management;NA;Facility Management;NA;gestion des installations;NA;gestione degli impianti;NA
c149;financial incentives for photovoltaics;NA;finanzielle Anreize für die Photovoltaik;NA;incitations financières pour le photovoltaïque;NA;incentivi finanziari per il fotovoltaico;NA
c150;flood events;NA;Hochwasserereignisse;NA;inondations;NA;eventi alluvionali;NA
c151;floods;NA;Überschwemmungen;NA;inondations;NA;inondazioni;NA
c152;fluorinated gas;NA;fluoriertes Gas;NA;gaz fluorés;NA;gas fluorurati;NA
c153;fossil fuel phase-out;NA;Ausstieg aus fossilen Brennstoffen;NA;élimination progressive des combustibles fossiles;NA;eliminazione graduale dei combustibili fossili;NA
c154;fuel cell vehicle;NA;Brennstoffzellenfahrzeug;NA;véhicule à pile à combustible;NA;veicolo a celle a combustibile;NA
c155;fuel saving device;NA;Kraftstoff sparende Vorrichtung;NA;dispositif d'économie de carburant;NA;dispositivo di risparmio di carburante;NA
c156;gas-fired power plant;NA;Gaskraftwerk;NA;centrale à gaz;NA;centrale elettrica a gas;NA
c157;geoengineering;NA;Geoengineering;NA;géo-ingénierie;NA;geoingegneria;NA
c158;ghg;NA;ghg;NA;ghg;NA;ghg;NA
c159;glacier mass balance;NA;Gletschermassenbilanz;NA;bilan massique des glaciers;NA;bilancio di massa del ghiacciaio;NA
c160;global climate regime;NA;globales Klimaregime;NA;régime climatique global;NA;regime climatico globale;NA
c161;global mean temperature;NA;globale mittlere Temperatur;NA;température moyenne mondiale;NA;temperatura media globale;NA
c162;global strategic petroleum reserves;NA;globale strategische Erdölreserven;NA;réserves stratégiques mondiales de pétrole;NA;riserve strategiche globali di petrolio;NA
c163;global temperature;NA;globale Temperatur;NA;température mondiale;NA;temperatura globale;NA
c164;global terrestrial stilling;NA;globale terrestrische Stille;NA;alambic terrestre global;NA;stillicidio globale terrestre;NA
c165;global warming;NA;globale Erwärmung;NA;réchauffement planétaire;NA;riscaldamento globale;NA
c166;global-mean temperature;NA;globale Durchschnittstemperatur;NA;température moyenne globale;NA;temperatura media globale;NA
c167;green building;NA;grünes Gebäude;NA;bâtiment vert;NA;edificio verde;NA
c168;green climate fund;NA;grüner Klimafonds;NA;fonds vert pour le climat;NA;fondo verde per il clima;NA
c169;green deal;NA;Green Deal;NA;marché vert;NA;accordo verde;NA
c170;green economy;NA;grüne Ökonomie;NA;économie verte;NA;economia verde;NA
c171;green home;NA;grünes Zuhause;NA;maison verte;NA;casa verde;NA
c172;green house gas;NA;Treibhausgase;NA;gaz à effet de serre;NA;gas serra;NA
c173;green infrastructure;NA;grüne Infrastruktur;NA;infrastructure verte;NA;infrastruttura verde;NA
c174;green initiative;NA;grüne Initiative;NA;initiative verte;NA;iniziativa verde;NA
c175;green new deal;NA;grüner neuer Deal;NA;nouvelle donne verte;NA;new deal verde;NA
c176;green retrofit;NA;grüne Nachrüstung;NA;rénovation verte;NA;retrofit verde;NA
c177;greenhouse debt;NA;Gewächshausschulden;NA;dette à effet de serre;NA;debito serra;NA
c178;greenhouse development rights;NA;Gewächshausentwicklungsrechte;NA;droits de développement de l'effet de serre;NA;diritti di sviluppo a effetto serra;NA
c179;greenhouse effect;NA;Treibhauseffekt;NA;effet de serre;NA;effetto serra;NA
c180;greenhouse emission;NA;Treibhausgasemission;NA;émission de gaz à effet de serre;NA;emissione a effetto serra;NA
c181;greenhouse gas;NA;Treibhausgase;NA;gaz à effet de serre;NA;gas serra;NA
c182;greenhouse-gas emissions;NA;Treibhausgasemissionen;NA;émission de gaz à effet de serre;NA;emissioni di gas a effetto serra;NA
c183;ground-coupled heat exchanger;NA;erdgekoppelter Wärmetauscher;NA;échangeur de chaleur couplé au sol;NA;scambiatore di calore accoppiato a terra;NA
c184;hall-effect thruster;NA;Hall-Effekt-Triebwerk;NA;propulseur à effet de hall;NA;propulsore ad effetto Hall;NA
c185;hartwell paper;NA;Hartwell-Papier;NA;papier hartwell;NA;carta Hartwell;NA
c186;hazards;NA;Gefahren;NA;risques;NA;pericoli;NA
c187;heat wave;NA;Hitzewelle;NA;ondata di caldo;NA;ondata di calore;NA
c188;heavy rain;NA;Starkregen;NA;forte pluie;NA;pioggia forte;NA
c189;home energy upgrades from public utilities;NA;Hausenergie-Upgrades von öffentlichen Versorgungsunternehmen;NA;amélioration de l'efficacité énergétique des maisons par les services publics;NA;potenziamenti energetici per la casa da parte dei servizi pubblici;NA
c190;hurricane;NA;Hurrikan;NA;ouragan;NA;uragano;NA
c191;ice–albedo feedback;NA;Eis-Albedo-Feedback;NA;rétroaction ice-albedo;NA;feedback di ghiaccio-albedo;NA
c192;ilulissat declaration;NA;ilulissat Erklärung;NA;déclaration d'ilulissat;NA;dichiarazione ilulissat;NA
c193;insulated glazing;NA;Isolierverglasung;NA;vetri isolanti;NA;vetri isolati;NA
c194;international carbon action partnership;NA;internationale CO2-Aktionspartnerschaft;NA;partenariato internazionale per l'azione sul carbonio;NA;partenariato internazionale per l'azione sul carbonio;NA
c195;inundation;NA;Überschwemmung;NA;inondation;NA;inondazione;NA
c196;kyoto protocol;NA;Kyoto-Protokoll;NA;protocole de kyoto;NA;protocollo di kyoto;NA
c197;land subsidence;NA;Bodensenkungen;NA;affaissement de terrain;NA;subsidenza del terreno;NA
c198;leipzig declaration;NA;Leipziger Erklärung;NA;déclaration de leipzig;NA;dichiarazione di lipsia;NA
c199;low carbon;NA;wenig Kohlenstoff;NA;faible teneur en carbone;NA;basso contenuto di carbonio;NA
c200;low-carbon building;NA;kohlenstoffarmes Gebäude;NA;bâtiment à faible émission de carbone;NA;edificio a basso contenuto di carbonio;NA
c201;low-carbon city;NA;kohlenstoffarme Stadt;NA;città a basse emissioni di carbonio;NA;città a basse emissioni di carbonio;NA
c202;low-carbon development;NA;kohlenstoffarme Entwicklung;NA;développement à faible émission de carbone;NA;sviluppo a basse emissioni di carbonio;NA
c203;low-carbon economy;NA;kohlenstoffarme Wirtschaft;NA;économie à faible émission de carbone;NA;economia a basso contenuto di carbonio;NA
c204;low-carbon society;NA;kohlenstoffarme Gesellschaft;NA;société à faible émission de carbone;NA;società a basse emissioni di carbonio;NA
c205;low-carbon tourism;NA;kohlenstoffarmer Tourismus;NA;tourisme à faible émission de carbone;NA;turismo a bassa emissione di carbonio;NA
c206;low-energy house;NA;Niedrigenergiehaus;NA;maison à faible consommation d'énergie;NA;casa a bassa energia;NA
c207;maglev;NA;Magnetschwebebahn;NA;maglev;NA;maglev;NA
c208;magnetic sail;NA;Magnetsegel;NA;voile magnétique;NA;vela magnetica;NA
c209;marine cloud brightening;NA;Aufhellung der Meereswolke;NA;éclaircissement des nuages marins;NA;schiarimento di nuvole marine;NA
c210;marine energy management;NA;Meeresenergiemanagement;NA;gestion de l'énergie marine;NA;gestione dell'energia marina;NA
c211;meat tax;NA;Fleischsteuer;NA;taxe sur la viande;NA;tassa sulla carne;NA
c212;mediterranean tropical-like cyclone;NA;mediterraner tropischer Zyklon;NA;cyclone méditerranéen de type tropical;NA;ciclone tropicale mediterraneo;NA
c213;methane emissions;NA;Methanemissionen;NA;emissioni di metano;NA;emissioni di metano;NA
c214;mobile emission reduction credit;NA;Gutschrift zur Reduzierung mobiler Emissionen;NA;credito per la riduzione delle emissioni mobili;NA;credito di riduzione delle emissioni mobili;NA
c215;national risk reduction strategy;NA;nationale Risikominderungsstrategie;NA;strategia nazionale di riduzione del rischio;NA;strategia nazionale di riduzione del rischio;NA
c216;natural disaster;NA;Naturkatastrophe;NA;catastrophe naturelle;NA;disastro naturale;NA
c217;new energy;NA;neue Energie;NA;nouvelle énergie;NA;nuova energia;NA
c218;nitrous oxide;NA;Lachgas;NA;oxyde nitreux;NA;protossido di azoto;NA
c219;nuclear decommissioning;NA;nukleare Stilllegung;NA;déclassement nucléaire;NA;smantellamento nucleare;NA
c220;ocean acidification;NA;Ozeanversauerung;NA;acidification des océans;NA;acidificazione dell'oceano;NA
c221;ocean warming;NA;Erwärmung des Ozeans;NA;réchauffement des océans;NA;riscaldamento dell'oceano;NA
c222;open energy modelling initiative;NA;Open Energy Modeling Initiative;NA;initiative de modélisation de l'énergie ouverte;NA;iniziativa di modellazione dell'energia aperta;NA
c223;open polar sea;NA;offenes Polarmeer;NA;mer polaire ouverte;NA;mare polare aperto;NA
c224;orbiting carbon observatory;NA;umlaufendes Kohlenstoffobservatorium;NA;observatoire orbital du carbone;NA;osservatorio orbitante del carbonio;NA
c225;paris agreement;NA;Pariser Vereinbarung;NA;accord de paris;NA;accordo di parigi;NA
c226;passive cooling;NA;passive Kühlung;NA;refroidissement passif;NA;raffreddamento passivo;NA
c227;peak oil;NA;Ölfördermaximum;NA;pic pétrolier;NA;picco del petrolio;NA
c228;permafrost;NA;Permafrost;NA;permafrost;NA;permafrost;NA
c229;personal carbon credit;NA;persönlicher CO2-Kredit;NA;crédit carbone personnel;NA;credito personale di carbonio;NA
c230;personal carbon trading;NA;persönlicher Kohlenstoffhandel;NA;échange de carbone personnel;NA;scambio personale di carbonio;NA
c231;petrocurrency;NA;petrocurrency;NA;pétrodollar;NA;petrodollaro;NA
c232;petrodollar recycling;NA;Petrodollar-Recycling;NA;riciclaggio del petrodollaro;NA;riciclaggio del petrodollaro;NA
c233;petrodollar warfare;NA;Petrodollar-Krieg;NA;guerra dei petrodollari;NA;guerra del petrodollaro;NA
c234;petroleum politics;NA;Erdölpolitik;NA;politique pétrolière;NA;politica del petrolio;NA
c235;petroyuan;NA;Petroyuan;NA;petroyuan;NA;petroyuan;NA
c236;phase-out of fossil fuel vehicles;NA;Ausstieg aus Fahrzeugen mit fossilen Brennstoffen;NA;élimination progressive des véhicules à carburant fossile;NA;eliminazione graduale dei veicoli a combustibile fossile;NA
c237;political economy of climate change;NA;politische Ökonomie des Klimawandels;NA;economia politica del cambiamento climatico;NA;economia politica del cambiamento climatico;NA
c238;pollutant emission;NA;Schadstoffemission;NA;emissioni inquinanti;NA;emissione di sostanze inquinanti;NA
c239;pollution;NA;Verschmutzung;NA;inquinamento;NA;inquinamento;NA
c240;power purchase agreement;NA;Stromabnahmevertrag;NA;contrat d'achat d'électricité;NA;accordo di acquisto di energia elettrica;NA
c241;public interest design;NA;Design von öffentlichem Interesse;NA;progettazione di interesse pubblico;NA;progetto di interesse pubblico;NA
c242;radiative forcing;NA;Strahlungsantrieb;NA;forçage radiatif;NA;forzatura radiativa;NA
c243;reforestation;NA;Wiederaufforstung;NA;reboisement;NA;riforestazione;NA
c244;renewable energy;NA;erneuerbare Energie;NA;énergie renouvelable;NA;energia rinnovabile;NA
c245;renewable heat;NA;erneuerbare Wärme;NA;chaleur renouvelable;NA;calore rinnovabile;NA
c246;responsive architecture;NA;reaktionsschnelle Architektur;NA;architecture réactive;NA;architettura reattiva;NA
c247;rio convention;NA;Rio Convention;NA;convention de rio;NA;convenzione di rio;NA
c248;rising sea level;NA;steigender Meeresspiegel;NA;élévation du niveau de la mer;NA;innalzamento del livello del mare;NA
c249;sea level rise;NA;Meeresspiegel steigt;NA;élévation du niveau de la mer;NA;aumento del livello del mare;NA
c250;sea-level change;NA;Meeresspiegeländerung;NA;changement du niveau de la mer;NA;cambiamento del livello del mare;NA
c251;severe weather;NA;Unwetter;NA;temps violent;NA;tempo severo;NA
c252;shoreline change;NA;Küstenlinienwechsel;NA;changement du littoral;NA;cambiamento della linea di costa;NA
c253;shoreline retreat;NA;Rückzug an der Küste;NA;recul du littoral;NA;ritiro della linea di costa;NA
c254;shutdown of thermohaline circulation;NA;Abschaltung des thermohalinen Kreislaufs;NA;arrêt de la circulation thermohaline;NA;arresto della circolazione termoalina;NA
c255;solar panel;NA;Sonnenkollektor;NA;panneau solaire;NA;pannello solare;NA
c256;storm;NA;Sturm;NA;tempête;NA;tempesta;NA
c257;storm surge;NA;Sturmflut;NA;onde de tempête;NA;ondata di tempesta;NA
c258;sustainable architecture;NA;nachhaltige Architektur;NA;architecture durable;NA;architettura sostenibile;NA
c259;sustainable design;NA;nachhaltiges Design;NA;conception durable;NA;design sostenibile;NA
c260;sustainable development;NA;nachhaltige Entwicklung;NA;développement durable;NA;sviluppo sostenibile;NA
c261;sustainable landscape architecture;NA;nachhaltige Landschaftsarchitektur;NA;architecture de paysage durable;NA;architettura del paesaggio sostenibile;NA
c262;sustainable refurbishment;NA;nachhaltige Sanierung;NA;rénovation durable;NA;ristrutturazione sostenibile;NA
c263;sustainable urban neighbourhood;NA;nachhaltige städtische Nachbarschaft;NA;quartier urbain durable;NA;quartiere urbano sostenibile;NA
c264;temperature change;NA;Temperaturänderung;NA;changement de température;NA;cambiamento di temperatura;NA
c265;temperature increase;NA;Temperaturanstieg;NA;augmentation de la température;NA;aumento della temperatura;NA
c266;thermal energy storage;NA;Speicher für Wärmeenergie;NA;stockage de l'énergie thermique;NA;accumulo di energia termica;NA
c267;tsunami;NA;Tsunami;NA;tsunami;NA;tsunami;NA
c268;typhoons;NA;Taifune;NA;typhons;NA;tifoni;NA
c269;united nations climate change conference;NA;Klimakonferenz der Vereinten Nationen;NA;conférence des nations unies sur le changement climatique;NA;conferenza delle nazioni unite sul cambiamento climatico;NA
c270;weather extremes;NA;Wetterextreme;NA;extrêmes météorologiques;NA;estremi meteorologici;NA
c271;windcatcher;NA;Windfänger;NA;windcatcher;NA;windcatcher;NA
c272;window insulation film;NA;Fensterdämmfolie;NA;film d'isolation des fenêtres;NA;pellicola isolante per finestre;NA
c273;world energy consumption;NA;Weltenergieverbrauch;NA;consommation mondiale d'énergie;NA;consumo mondiale di energia;NA
c274;zero carbon;NA;Null Kohlenstoff;NA;zéro carbone;NA;carbonio zero;NA