c1;academic entrepreneur;NA;akademischer Unternehmer;NA;entrepreneur universitaire;NA;imprenditore accademico;NA
c135;innovation;NA;Innovation;NA;innovation;NA;innovazione;NA
c136;innovation butterfly;NA;Innovationsschmetterling;NA;papillon de l'innovation;NA;farfalla dell'innovazione;NA
c137;innovation competition;NA;Innovationswettbewerb;NA;concours d'innovation;NA;concorrenza dell'innovazione;NA
c138;innovation intermediary;NA;Innovationsvermittler;NA;intermédiaire de l'innovation;NA;intermediario dell'innovazione;NA
c139;innovation management;NA;Innovationsmanagement;NA;gestion de l'innovation;NA;gestione dell'innovazione;NA
c140;innovation performance;NA;Innovationsleistung;NA;performance de l'innovation;NA;performance dell'innovazione;NA
c141;innovative activity;NA;Innovationstätigkeit;NA;activité innovante;NA;attività innovativa;NA
c142;innovative capacity;NA;Innovationsfähigkeit;NA;capacité d'innovation;NA;capacità innovativa;NA
c143;innovative performance;NA;Innovationsleistung;NA;performance d'innovation;NA;performance innovativa;NA
c144;intelligent environment;NA;intelligentes Umfeld;NA;environnement intelligent;NA;ambiente intelligente;NA
c145;international trade and state security;NA;internationaler Handel und Staatssicherheit;NA;commerce international et sécurité de l'Etat;NA;commercio internazionale e sicurezza dello stato;NA
c146;internet access;NA;Internetzugang;NA;accès internet;NA;accesso a internet;NA
c147;knowledge broker;NA;Wissensvermittler;NA;transfert de connaissances;NA;mediatore di conoscenza;NA
c148;knowledge transfer;NA;Wissenstransfer;NA;transfert de connaissances;NA;trasferimento di conoscenza;NA
c149;lab-on-a-chip;NA;Labor-auf-Chip;NA;laboratoire sur puce;NA;lab-on-a-chip;NA
c150;lateral thinking;NA;Querdenken;NA;pensée latérale;NA;pensiero laterale;NA
c151;leapfrogging;NA;Überspringen von Hindernissen;NA;saut de puce;NA;leaprogging;NA
c152;linear model of innovation;NA;Lineares Modell der Innovation;NA;modèle linéaire d'innovation;NA;modello lineare di innovazione;NA
c153;living lab;NA;lebendes Labor;NA;laboratoire vivant;NA;laboratorio vivente;NA
c154;local innovation system;NA;lokales Innovationssystem;NA;système d'innovation local;NA;sistema di innovazione locale;NA
c155;low-cost country sourcing;NA;Beschaffung in Niedrigkostenländern;NA;sourcing pays à faible coût;NA;approvvigionamento a basso costo del paese;NA
c156;machine age;NA;Maschinenzeitalter;NA;ère des machines;NA;età della macchina;NA
c157;make poverty history;NA;Armut Geschichte machen;NA;faire disparaître la pauvreté;NA;fare la storia della povertà;NA
c158;manufacture modules technologies;NA;Fertigungsmodule Technologien;NA;fabrication de modules technologies;NA;fabbricazione moduli tecnologie;NA
c159;manufacturing enterprises;NA;produzierende Unternehmen;NA;entreprises de fabrication;NA;imprese manifatturiere;NA
c160;marginal budgeting for bottlenecks;NA;Grenzkostenrechnung bei Engpässen;NA;budgétisation marginale pour les goulets d'étranglement;NA;bilancio marginale per i colli di bottiglia;NA
c161;market access;NA;Marktzugang;NA;accès au marché;NA;accesso al mercato;NA
c162;meso finance;NA;Meso-Finanzierung;NA;méso finance;NA;meso finanza;NA
c163;micro-retailing;NA;Mikro-Einzelhandel;NA;micro-distribution;NA;micro-rivendita;NA
c164;microfinance;NA;Mikrofinanzierung;NA;microfinance;NA;microfinanza;NA
c165;millennium development goals;NA;Millennium-Entwicklungsziele;NA;objectifs du millénaire pour le développement;NA;obiettivi di sviluppo del millennio;NA
c166;millennium promise;NA;Millenniumsversprechen;NA;promesse du millénaire;NA;promessa del millennio;NA
c167;mobile networks;NA;Mobilfunknetze;NA;les réseaux mobiles;NA;reti mobili;NA
c168;mobile users;NA;mobile Nutzer;NA;utilisateurs mobiles;NA;utenti mobili;NA
c169;multiple discovery;NA;Mehrfachentdeckung;NA;découverte multiple;NA;scoperta multipla;NA
c170;nano manufacturing;NA;Nano-Fertigung;NA;nanofabrication;NA;nano produzione;NA
c171;nanoarchitectonics;NA;Nanoarchitektonik;NA;nanoarchitectonique;NA;nanoarchitettura;NA
c172;nanobiomechanics;NA;Nanobiomechanik;NA;nanobiomécanique;NA;nanobiomeccanica;NA
c173;nanobiotechnology;NA;Nanobiotechnologie;NA;nanobiotechnologie;NA;nanobiotecnologia;NA
c174;nanoengineering;NA;Nanotechnik;NA;nanoingénierie;NA;nanoingegneria;NA
c175;narrowband iot;NA;Schmalband-Iot;NA;iot à bande étroite;NA;iot a banda stretta;NA
c176;national development bank;NA;Nationale Entwicklungsbank;NA;banque nationale de développement;NA;banca nazionale di sviluppo;NA
c177;neglected and underutilised crop;NA;vernachlässigte und unzureichend genutzte Kulturpflanzen;NA;culture négligée et sous-utilisée;NA;coltura trascurata e sottoutilizzata;NA
c178;net economic welfare;NA;Netto-Wohlstand;NA;bien-être économique net;NA;benessere economico netto;NA
c179;network architecture;NA;netzwerk-architektur;NA;architecture de réseau;NA;architettura di rete;NA
c180;network infrastructure;NA;netzinfrastruktur;NA;infrastructure de réseau;NA;infrastruttura di rete;NA
c181;new business development;NA;Entwicklung neuer Unternehmen;NA;développement de nouvelles entreprises;NA;sviluppo di un nuovo business;NA
c182;newly industrialised country;NA;Schwellenland;NA;pays nouvellement industrialisé;NA;paese di nuova industrializzazione;NA
c183;non-bank financial institution;NA;Nicht-Bank-Finanzinstitut;NA;institution financière privée;NA;istituto finanziario non bancario;NA
c184;open economy;NA;offene Wirtschaft;NA;l'économie ouverte;NA;economia aperta;NA
c185;open innovation;NA;offene Innovation;NA;innovation ouverte;NA;innovazione aperta;NA
c186;open standard;NA;offener Standard;NA;norme ouverte;NA;standard aperto;NA
c187;outcome-driven innovation;NA;ergebnisorientierte Innovation;NA;innovation axée sur les résultats;NA;innovazione orientata al risultato;NA
c188;package delivery;NA;Paketzustellung;NA;livraison de colis;NA;consegna del pacchetto;NA
c189;package handle;NA;Paketbearbeitung;NA;manutention des colis;NA;gestione dei pacchi;NA
c190;package tracking;NA;Paketverfolgung;NA;suivi des colis;NA;tracciamento dei pacchi;NA
c191;packaging and packaging waste directive;NA;Richtlinie über Verpackungen und Verpackungsabfälle;NA;directive sur les emballages et les déchets d'emballages;NA;direttiva sugli imballaggi e i rifiuti di imballaggio;NA
c192;packaging engineering;NA;Verpackungstechnik;NA;ingénierie de l'emballage;NA;ingegneria dell'imballaggio;NA
c193;packaging industry;NA;verpackungsindustrie;NA;industrie de l'emballage;NA;industria dell'imballaggio;NA
c194;packaging machinery;NA;Verpackungsmaschinen;NA;machines d'emballage;NA;macchinari per l'imballaggio;NA
c195;packaging waste;NA;Verpackungsabfall;NA;déchets d'emballage;NA;rifiuti di imballaggio;NA
c196;paradigm shift;NA;Paradigmenwechsel;NA;changement de paradigme;NA;cambiamento di paradigma;NA
c197;pop-up retail;NA;Pop-up-Einzelhandel;NA;commerce de l'emballage;NA;vendita al dettaglio pop-up;NA
c198;product innovation;NA;Produktinnovation;NA;innovation de produits;NA;innovazione di prodotto;NA
c199;production systems;NA;Produktionssysteme;NA;systèmes de production;NA;sistemi di produzione;NA
c200;r and d;NA;r und d;NA;Recherche et développement;NA;r e d;NA
c201;regional infrastructure;NA;regionale infrastruktur;NA;infrastructure régionale;NA;infrastruttura regionale;NA
c202;regional innovation system;NA;regionales Innovationssystem;NA;système d'innovation régional;NA;sistema regionale di innovazione;NA
c203;relocation service;NA;Umzugsservice;NA;service de relocalisation;NA;servizio di trasferimento;NA
c204;renewable resource;NA;erneuerbare ressourcen;NA;ressources renouvelables;NA;risorsa rinnovabile;NA
c205;research and development;NA;forschung und entwicklung;NA;recherche et développement;NA;ricerca e sviluppo;NA
c206;research and development expenditure as a proportion of gdp;NA;ausgaben für forschung und entwicklung im verhältnis zum bip;NA;dépenses de recherche et développement en proportion du pib;NA;spesa per la ricerca e lo sviluppo in percentuale del pil;NA
c207;research design;NA;Forschungsdesign;NA;conception de la recherche;NA;progettazione della ricerca;NA
c208;research development;NA;forschungsentwicklung;NA;recherche-développement;NA;sviluppo della ricerca;NA
c209;research programme;NA;forschungsprogramm;NA;programme de recherche;NA;programma di ricerca;NA
c210;research spin-off;NA;forschung spin-off;NA;retombées de la recherche;NA;spin-off della ricerca;NA
c211;retrofit industries;NA;Nachrüstungsindustrien;NA;industries du rétrofit;NA;industrie di retrofit;NA
c212;robot economics;NA;Roboter-Wirtschaft;NA;économie des robots;NA;economia dei robot;NA
c213;robot tax;NA;Robotersteuer;NA;taxe sur les robots;NA;tassa sui robot;NA
c214;rural development;NA;Ländliche Entwicklung;NA;développement rural;NA;sviluppo rurale;NA
c215;schumpeterian rent;NA;Schumpetersche Miete;NA;loyer schumpétérien;NA;affitto schumpeteriano;NA
c216;science and technology;NA;Wissenschaft und Technologie;NA;science et technologie;NA;scienza e tecnologia;NA
c217;science policy;NA;Wissenschaftspolitik;NA;politique scientifique;NA;politica della scienza;NA
c218;scientific research;NA;wissenschaftliche Forschung;NA;recherche scientifique;NA;ricerca scientifica;NA
c219;self-sustainability;NA;Selbsterhaltungsfähigkeit;NA;autosuffisance;NA;autosostenibilità;NA
c220;smart lighting;NA;intelligente Beleuchtung;NA;éclairage intelligent;NA;illuminazione intelligente;NA
c221;smart, connected products;NA;intelligente, vernetzte Produkte;NA;produits intelligents et connectés;NA;prodotti intelligenti e connessi;NA
c222;sme finance;NA;sme-Finanzierung;NA;finance pme;NA;finanza sme;NA
c223;social business;NA;Sozialunternehmen;NA;entreprise sociale;NA;business sociale;NA
c224;social firm;NA;soziale Firma;NA;entreprise sociale;NA;impresa sociale;NA
c225;social innovation;NA;soziale Innovation;NA;innovation sociale;NA;innovazione sociale;NA
c226;social purpose corporation;NA;Unternehmen mit sozialem Zweck;NA;société à finalité sociale;NA;società a scopo sociale;NA
c227;social venture;NA;soziales unternehmen;NA;entreprise sociale;NA;impresa sociale;NA
c228;socioeconomic impact of female education;NA;Sozioökonomische Auswirkungen der Frauenbildung;NA;entreprise d'innovation sociale;NA;impatto socioeconomico dell'educazione femminile;NA
c229;state-owned enterprises;NA;staatseigene Unternehmen;NA;entreprises publiques;NA;imprese statali;NA
c230;structure relocation;NA;Strukturverlagerung;NA;transfert de structure;NA;delocalizzazione della struttura;NA
c231;sustainable construction;NA;Nachhaltiges Bauen;NA;construction durable;NA;costruzione sostenibile;NA
c232;sustainable engineering;NA;Nachhaltiges Ingenieurwesen;NA;ingénierie durable;NA;ingegneria sostenibile;NA
c233;sustainable infrastructure;NA;Nachhaltige Infrastruktur;NA;infrastructure durable;NA;infrastruttura sostenibile;NA
c234;sustainable technologies;NA;Nachhaltige Technologien;NA;technologies durables;NA;tecnologie sostenibili;NA
c235;sustainopreneurship;NA;nachhaltiges Unternehmertum;NA;sustainopreneurship;NA;sustainopreneurship;NA
c236;tax cut;NA;Steuersenkung;NA;réduction d'impôts;NA;taglio delle tasse;NA
c237;technical change;NA;Technischer Wandel;NA;changement technique;NA;cambiamento tecnico;NA
c238;technological change;NA;technologischer Wandel;NA;changement technologique;NA;cambiamento tecnologico;NA
c239;technological development;NA;technologische Entwicklung;NA;développement technologique;NA;sviluppo tecnologico;NA
c240;technological evolution;NA;technologische Entwicklung;NA;évolution technologique;NA;evoluzione tecnologica;NA
c241;technological innovation;NA;technologische Innovation;NA;innovation technologique;NA;innovazione tecnologica;NA
c242;technological revolution;NA;technologische Revolution;NA;révolution technologique;NA;rivoluzione tecnologica;NA
c243;technology development;NA;technologische Entwicklung;NA;développement technologique;NA;sviluppo tecnologico;NA
c244;technology for sustainable development;NA;Technologie für nachhaltige Entwicklung;NA;technologie pour le développement durable;NA;tecnologia per lo sviluppo sostenibile;NA
c245;technology governance;NA;Technologie-Governance;NA;gouvernance technologique;NA;governo della tecnologia;NA
c246;technology hub;NA;Technologie-Drehscheibe;NA;centre technologique;NA;polo tecnologico;NA
c247;technology policy;NA;Technologiepolitik;NA;politique technologique;NA;politica tecnologica;NA
c248;technology strategy;NA;Technologiestrategie;NA;stratégie technologique;NA;strategia tecnologica;NA
c249;technology transfer in computer science;NA;technologietransfer in der informatik;NA;transfert de technologie en informatique;NA;trasferimento di tecnologia in informatica;NA
c250;test market;NA;Testmarkt;NA;marché test;NA;mercato di prova;NA
c251;trade and development;NA;Handel und Entwicklung;NA;commerce et développement;NA;commercio e sviluppo;NA
c252;trade barrier;NA;Handelsschranke;NA;barrière commerciale;NA;barriera commerciale;NA
c253;trading company;NA;Handelsgesellschaft;NA;société commerciale;NA;società commerciale;NA
c254;transborder infrastructure;NA;grenzüberschreitende Infrastruktur;NA;infrastructure transfrontalière;NA;infrastruttura transfrontaliera;NA
c255;transition town;NA;Übergangsstadt;NA;ville de transition;NA;città di transizione;NA
c256;transportation infrastructure;NA;Verkehrsinfrastruktur;NA;infrastructure de transport;NA;infrastruttura di trasporto;NA
c257;triple helix model of innovation;NA;Dreifach-Helix-Modell der Innovation;NA;modèle d'innovation à triple hélice;NA;modello a tripla elica dell'innovazione;NA
c258;united nations development programme;NA;entwicklungsprogramm der vereinten nationen;NA;programme de développement des nations unies;NA;programma di sviluppo delle nazioni unite;NA
c259;university spin-off;NA;Universitäts-Spin-off;NA;spin-off universitaire;NA;spin-off universitari;NA
c260;university technology transfer offices;NA;universitäre Technologietransferstellen;NA;bureaux de transfert de technologie des universités;NA;uffici di trasferimento tecnologico dell'università;NA
c261;unreported employment;NA;nicht gemeldete Beschäftigung;NA;emploi non déclaré;NA;occupazione non dichiarata;NA
c262;upgrade infrastructure;NA;Verbesserung der Infrastruktur;NA;infrastructure de mise à niveau;NA;aggiornamento delle infrastrutture;NA
c263;user innovation;NA;Nutzerinnovation;NA;innovation des utilisateurs;NA;innovazione degli utenti;NA
c264;value chains and markets;NA;Wertschöpfungsketten und Märkte;NA;chaînes de valeur et marchés;NA;catene di valore e mercati;NA
c265;vertical innovation;NA;vertikale Innovation;NA;innovation verticale;NA;innovazione verticale;NA
c266;wearable technology;NA;tragbare Technologie;NA;technologie des vêtements;NA;tecnologia indossabile;NA
c267;web of things;NA;Netz der Dinge;NA;web of things;NA;web delle cose;NA
c268;wireless networks;NA;Drahtlose Netzwerke;NA;réseaux sans fil;NA;reti wireless;NA